""id,"data_ymd","ano","mes","area","epoca","recuperacao","ndvi","Frequencia"
"39",2000-05-11,2000,5,"prada","seco","degradado",0.260421775380088,0.815686274509804
"40",2000-05-11,2000,5,"prada","seco","degradado",0.323223027938307,1
"41",2000-05-11,2000,5,"prada","seco","degradado",0.273197336733248,1
"42",2000-05-11,2000,5,"prada","seco","degradado",0.275167288994048,1
"43",2000-05-11,2000,5,"prada","seco","degradado",0.302704194260486,1
"44",2000-05-11,2000,5,"prada","seco","degradado",0.387640646359844,1
"45",2000-05-11,2000,5,"ucdb","seco","degradado",0.314104389569179,1
"46",2000-05-11,2000,5,"ucdb","seco","degradado",0.305975580173041,1
"47",2000-05-11,2000,5,"ucdb","seco","degradado",0.308906102709127,1
"48",2000-05-11,2000,5,"ucdb","seco","degradado",0.29857701589415,1
"49",2000-05-11,2000,5,"ucdb","seco","degradado",0.290759471969827,1
"50",2000-05-11,2000,5,"ucdb","seco","degradado",0.298027082412505,1
"51",2000-05-11,2000,5,"ucdb","seco","degradado",0.287814770998817,1.25882352941176
"52",2000-05-11,2000,5,"ucdb","seco","degradado",0.296078931700264,0.741176470588235
"53",2000-05-11,2000,5,"ucdb","seco","degradado",0.303683515031384,0.937254901960784
"54",2000-05-11,2000,5,"ucdb","seco","degradado",0.29277474195507,1
"55",2000-05-11,2000,5,"ucdb","seco","degradado",0.290362591474759,1.9843137254902
"56",2000-05-11,2000,5,"ucdb","seco","degradado",0.298522987310173,1
"57",2000-05-11,2000,5,"ucdb","seco","degradado",0.298356563345122,0.874509803921569
"58",2000-05-11,2000,5,"ucdb","seco","degradado",0.27951301427372,1
"59",2000-05-11,2000,5,"ucdb","seco","degradado",0.282350436448797,0.941176470588235
"60",2000-05-11,2000,5,"ucdb","seco","degradado",0.27654278602695,0.952941176470588
"61",2000-05-11,2000,5,"ucdb","seco","degradado",0.297866355928798,1
"62",2000-05-11,2000,5,"ucdb","seco","degradado",0.30168375743765,1
"63",2000-05-11,2000,5,"ucdb","seco","degradado",0.282251437962202,1
"64",2000-05-11,2000,5,"ucdb","seco","degradado",0.298660231338936,1
"65",2000-05-11,2000,5,"ucdb","seco","degradado",0.285035827362106,1
"66",2000-05-11,2000,5,"ucdb","seco","degradado",0.31546339613099,1
"67",2000-05-11,2000,5,"ucdb","seco","degradado",0.276714445112008,1.73333333333333
"68",2000-05-11,2000,5,"ucdb","seco","degradado",0.298743446783723,1
"69",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.244913213188273,1
"70",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.254969619683445,1
"71",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.241576331546198,0.913725490196078
"72",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.376743875575729,1
"73",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.358999559426577,1
"74",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.300898041620081,1
"75",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.296954314720812,1
"76",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.399697856063772,1
"77",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.314765406390317,1
"78",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.296973986904973,1
"79",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.312658141284278,1
"80",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.295000718287602,1
"81",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.333398866280022,1
"82",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.234083720930233,1
"83",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.40499701769501,1
"84",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.314747084397212,1
"85",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.29724830511547,1
"86",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.386672281292768,0.976470588235294
"87",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.293267560619746,1
"88",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.318633293603496,1
"89",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.24124466137889,0.745098039215686
"90",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.285914247826728,1
"91",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.305,1
"92",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.300323989294267,1
"93",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.194939456248572,0.843137254901961
"94",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.301482274334274,1
"95",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.337994989343006,1
"96",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.289515090831069,1
"97",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.339017735334243,1
"98",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.320619865072473,1
"99",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.342306472640147,1
"100",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.284116833090243,1
"101",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.278454149447113,1
"102",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.295596060228688,1
"103",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.28203570072161,1
"104",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.321697156248907,0.749019607843137
"105",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.141112584770151,0.772549019607843
"106",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.257578132346948,1
"107",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.331405737305481,1
"108",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.373624899382882,0.713725490196078
"109",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.371251911442058,1
"110",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.20725762252286,1
"111",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.269623846699787,0.949019607843137
"112",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.272839059674503,1
"113",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.377148501810998,1
"114",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.172391375013544,0.941176470588235
"115",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.396141522939532,1
"116",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.164550872598017,1
"117",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.279989863473661,1
"118",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.226331468429848,0.996078431372549
"119",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.416173965327187,1
"120",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.298520689890245,1
"121",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.192326582497905,1
"122",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.155740458409778,0.827450980392157
"123",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.368227670519073,0.976470588235294
"124",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.307327616258802,1
"125",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.216477076870045,1
"126",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.284303498157035,0.984313725490196
"127",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.258100558659218,0.988235294117647
"128",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.267240447981562,0.886274509803922
"129",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.307751289558065,1
"130",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.175712127751403,1
"131",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.220936120957824,0.984313725490196
"132",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.140598364503298,1
"133",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.218316622488571,1
"134",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.308038263849229,1
"135",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.252637592839459,1
"136",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.344143192100657,1
"137",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.276560532469869,1
"138",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.236879691251102,1
"139",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.284076342401367,1
"140",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.145911721203,0.976470588235294
"141",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.284417387589448,1
"142",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.319360736777951,1
"143",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.223838038209296,0.815686274509804
"144",2007-03-28,2007,3,"prada","chuvoso","em_recuperacao",0.160085126507449,1
"145",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.354009582884523,1
"146",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.330217358261134,1
"147",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.356641782646209,1
"148",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.328726402347218,1
"149",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.325050473676037,1
"150",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.349415870125929,0.941176470588235
"151",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.337667706415123,0.937254901960784
"152",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.336183858898985,1
"153",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.348541482023814,0.952941176470588
"154",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.332539926289926,1
"155",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.326430017958809,1
"156",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.332463144963145,0.733333333333333
"157",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.353098713741466,1
"158",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.342333358901588,1
"159",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.332642327920458,1
"160",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.335195097354744,0.984313725490196
"161",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.330318805334955,1
"162",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.35324959450794,1
"163",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.341231488698363,0.741176470588235
"164",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.320401643085349,0.874509803921569
"165",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.335954798808888,1
"166",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.339736532401959,1
"167",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.339964314187009,2
"168",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.332693488943489,1
"169",2007-03-28,2007,3,"ucdb","chuvoso","em_recuperacao",0.332565549541249,1
"170",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.349496429225417,1
"171",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.346071717841102,1
"172",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.307395940832473,0.776470588235294
"173",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.342660448589829,1
"174",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.344870117735003,1.30196078431373
"175",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.328706395348837,1
"176",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.342562090535589,1
"177",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.324324324324324,1
"178",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.351944978553468,1
"179",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.347425637928431,1
"180",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.346095792070095,1
"181",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.350485331793743,1
"182",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.343664539653601,1
"183",2007-03-28,2007,3,"nasser","chuvoso","em_recuperacao",0.350953596636132,1
"184",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.150411328940368,1
"185",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.0754201982473783,1
"186",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.368834782608696,1
"187",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.194131314000516,0.913725490196078
"188",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.259291426917092,1
"189",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.256466946716781,1
"190",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.186806663451193,1
"191",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.0760940258292298,0.949019607843137
"192",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.238534804682583,1
"193",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.124078723576577,1
"194",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.188763874106736,0.815686274509804
"195",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.205037445508402,1
"196",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.200675214018729,0.749019607843137
"197",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.147549668874172,1
"198",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.307307909073831,0.976470588235294
"199",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.369533253547615,1
"200",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.194200052864101,0.996078431372549
"201",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.340551538713076,1
"202",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.260237780713342,1
"203",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.206215115402021,1
"204",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.210559083551239,1
"205",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.340299200583806,1
"206",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.312147722950309,1
"207",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.307157617884652,1
"208",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.176307302935053,1
"209",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.258223316178116,1
"210",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.206185178201018,1
"211",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.216569280583572,1
"212",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.234823765642368,0.984313725490196
"213",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.292980304451338,0.988235294117647
"214",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.321431081745976,0.976470588235294
"215",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.192377495462795,1
"216",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.305601431323975,0.984313725490196
"217",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.362277107099347,1
"218",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.316250092709338,1
"219",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.157851394347745,1
"220",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.164264413518887,1
"221",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.375751643126835,1
"222",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.252188056695841,1
"223",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.336469489206953,1
"224",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.334990236108645,1
"225",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.223274087932647,1
"226",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.318853171155517,1
"227",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.0983173288697031,1
"228",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.213230571612075,1
"229",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.394369063772049,1
"230",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.119443952541172,1
"231",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.278289686388619,1
"232",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.262016496018202,1
"233",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.0757404263346538,1
"234",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.0767704104645918,1
"235",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.303885194259713,0.713725490196078
"236",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.184565318456532,0.886274509803922
"237",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.363648531084789,1
"238",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.290782670707791,1
"239",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.194305996073101,1
"240",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.259521769608225,1
"241",2007-05-15,2007,5,"prada","seco","em_recuperacao",0.227872670807453,1
"242",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.299094636839755,1
"243",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.291491766225379,1.93725490196078
"244",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.296437302128001,2.2078431372549
"245",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.309050154104791,0.874509803921569
"246",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.304067400330552,1
"247",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.308970099667774,5.14901960784314
"248",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.299147381242387,0.984313725490196
"249",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.306196648751186,1.94117647058824
"250",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.301444546141908,1.47058823529412
"251",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.283710895361381,0.733333333333333
"252",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.281280707500819,1
"253",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.296489259378006,4
"254",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.313776929803641,2
"255",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.304039345319681,1.96862745098039
"256",2007-05-15,2007,5,"ucdb","seco","em_recuperacao",0.294074346705926,1
"257",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.317804974338729,1
"258",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.345083769236601,1
"259",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.327180685358255,1
"260",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.333308036730667,1.30196078431373
"261",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.310304219823356,1
"262",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.315036450820631,2
"263",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.336278426551936,1
"264",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.328825731530293,1
"265",2007-05-15,2007,5,"nasser","seco","em_recuperacao",0.324282747480963,4
"266",1999-04-30,1999,4,"prada","chuvoso","degradado",0.17049887938906,1
"267",1999-04-30,1999,4,"prada","chuvoso","degradado",0.183647066433793,0.952941176470588
"268",1999-04-30,1999,4,"prada","chuvoso","degradado",0.191093316475257,1
"269",1999-04-30,1999,4,"prada","chuvoso","degradado",0.175599592144345,1
"270",1999-04-30,1999,4,"prada","chuvoso","degradado",0.228084879423978,1
"271",1999-04-30,1999,4,"prada","chuvoso","degradado",0.170638265267029,1.49803921568627
"272",1999-04-30,1999,4,"prada","chuvoso","degradado",0.180152557583009,1
"273",1999-04-30,1999,4,"prada","chuvoso","degradado",0.176666217248663,1
"274",1999-04-30,1999,4,"prada","chuvoso","degradado",0.209497298182414,1
"275",1999-04-30,1999,4,"prada","chuvoso","degradado",0.176276635205869,1
"276",1999-04-30,1999,4,"prada","chuvoso","degradado",0.173485240807872,1
"277",1999-04-30,1999,4,"prada","chuvoso","degradado",0.201322185494847,1
"278",1999-04-30,1999,4,"prada","chuvoso","degradado",0.199491653500034,0.862745098039216
"279",1999-04-30,1999,4,"prada","chuvoso","degradado",0.223995752964077,1
"280",1999-04-30,1999,4,"prada","chuvoso","degradado",0.16871313932128,0.752941176470588
"281",1999-04-30,1999,4,"prada","chuvoso","degradado",0.188442597722376,1
"282",1999-04-30,1999,4,"prada","chuvoso","degradado",0.17981072555205,2
"283",1999-04-30,1999,4,"prada","chuvoso","degradado",0.0789341377576672,1
"284",1999-04-30,1999,4,"prada","chuvoso","degradado",0.221325388852323,1.88235294117647
"285",1999-04-30,1999,4,"prada","chuvoso","degradado",0.157507472982295,1
"286",1999-04-30,1999,4,"prada","chuvoso","degradado",0.20990234586141,1
"287",1999-04-30,1999,4,"prada","chuvoso","degradado",0.185300784007729,0.996078431372549
"288",1999-04-30,1999,4,"prada","chuvoso","degradado",0.179240374609781,1
"289",1999-04-30,1999,4,"prada","chuvoso","degradado",0.175000940662979,1.9843137254902
"290",1999-04-30,1999,4,"prada","chuvoso","degradado",0.188473819874582,0.992156862745098
"291",1999-04-30,1999,4,"prada","chuvoso","degradado",0.187421574964828,1
"292",1999-04-30,1999,4,"prada","chuvoso","degradado",0.194776480342707,1
"293",1999-04-30,1999,4,"prada","chuvoso","degradado",0.231571377202445,1
"294",1999-04-30,1999,4,"prada","chuvoso","degradado",0.19429578384023,1
"295",1999-04-30,1999,4,"prada","chuvoso","degradado",0.142319749216301,1
"296",1999-04-30,1999,4,"prada","chuvoso","degradado",0.173268601272573,1.18039215686275
"297",1999-04-30,1999,4,"prada","chuvoso","degradado",0.163596639921648,1
"298",1999-04-30,1999,4,"prada","chuvoso","degradado",0.1723813260102,0.815686274509804
"299",1999-04-30,1999,4,"prada","chuvoso","degradado",0.195561260403296,1
"300",1999-04-30,1999,4,"prada","chuvoso","degradado",0.243961791304979,1
"301",1999-04-30,1999,4,"prada","chuvoso","degradado",0.194786106598592,1
"302",1999-04-30,1999,4,"prada","chuvoso","degradado",0.211295317908544,1
"303",1999-04-30,1999,4,"prada","chuvoso","degradado",0.160401002506266,1
"304",1999-04-30,1999,4,"prada","chuvoso","degradado",0.201627898817668,1
"305",1999-04-30,1999,4,"prada","chuvoso","degradado",0.189876584389593,1
"306",1999-04-30,1999,4,"prada","chuvoso","degradado",0.196023172068264,2
"307",1999-04-30,1999,4,"prada","chuvoso","degradado",0.151763046544429,0.984313725490196
"308",1999-04-30,1999,4,"prada","chuvoso","degradado",0.187734777671005,1
"309",1999-04-30,1999,4,"prada","chuvoso","degradado",0.210971634648727,1
"310",1999-04-30,1999,4,"prada","chuvoso","degradado",0.219990402413108,1
"311",1999-04-30,1999,4,"prada","chuvoso","degradado",0.186516660200871,1
"312",1999-04-30,1999,4,"prada","chuvoso","degradado",0.21424672489083,1
"313",1999-04-30,1999,4,"prada","chuvoso","degradado",0.094324698437809,1
"314",1999-04-30,1999,4,"prada","chuvoso","degradado",0.161236643895603,1
"315",1999-04-30,1999,4,"prada","chuvoso","degradado",0.181178606551176,1
"316",1999-04-30,1999,4,"prada","chuvoso","degradado",0.19798765476148,1
"317",1999-04-30,1999,4,"prada","chuvoso","degradado",0.187256687738848,0.713725490196078
"318",1999-04-30,1999,4,"prada","chuvoso","degradado",0.201151315789474,0.890196078431372
"319",1999-04-30,1999,4,"prada","chuvoso","degradado",0.16777933240056,1
"320",1999-04-30,1999,4,"prada","chuvoso","degradado",0.193006541225874,1
"321",1999-04-30,1999,4,"prada","chuvoso","degradado",0.234661218930882,1
"322",1999-04-30,1999,4,"prada","chuvoso","degradado",0.211988481972665,1
"323",1999-04-30,1999,4,"prada","chuvoso","degradado",0.0943775100401606,0.749019607843137
"324",1999-04-30,1999,4,"prada","chuvoso","degradado",0.169957413859853,0.968627450980392
"325",1999-04-30,1999,4,"prada","chuvoso","degradado",0.175468146239968,0.823529411764706
"326",1999-04-30,1999,4,"prada","chuvoso","degradado",0.182197390073093,1
"327",1999-04-30,1999,4,"prada","chuvoso","degradado",0.197672235779989,1
"328",1999-04-30,1999,4,"prada","chuvoso","degradado",0.183054219864036,1
"329",1999-04-30,1999,4,"prada","chuvoso","degradado",0.223600426957194,1
"330",1999-04-30,1999,4,"prada","chuvoso","degradado",0.198476037698015,1
"331",1999-04-30,1999,4,"prada","chuvoso","degradado",0.163058643503308,0.996078431372549
